FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
190114;0;18;;
190115;0;23;;
190116;0;30;;
190117;0;24;;
190118;0;18;;
190119;0;23;;
190120;0;19;;
190121;0;27;;
190122;0;26;;
190123;0;15;;
190124;0;22;;
190125;0;;;10
190126;0;;;5
190127;0;;;5
190128;0;;;8
190129;0;16;;
190130;0;16;;
190131;0;16;;
190201;0;17;;
190202;0;33;;
190203;0;47;;
190204;0;43;;
190205;0;34;;
190206;0;24;;
190207;0;24;;
190208;0;41;;
190209;0;27;;
190210;0;22;;
190211;0;25;;
190212;0;23;;
190213;0;21;;
190214;0;19;;
190215;0;17;;
190216;0;22;;
190217;0;25;;
190218;0;16;;
190219;0;20;;
190220;0;22;;
190221;0;29;;
190222;0;34;;
190223;0;16;;
190224;0;31;;
190225;0;38;;
190226;0;28;;
190227;0;29;;
190228;0;36;;
190301;0;25;;
190302;0;26;;
190303;0;24;;
190304;0;23;;
190305;0;28;;
190306;0;28;;
190307;0;32;;
190308;0;25;;
190309;0;29;;
190310;0;33;;
190311;0;18;;
190312;0;33;;
190313;0;35;;
190314;0;41;;
190315;0;56;;
190316;0;34;;
190317;0;27;;
190318;0;30;;
190319;0;60;;
190320;0;37;;
190321;0;42;;
190322;0;23;;
190323;0;21;;
190324;0;23;;
190325;0;70;;
190326;0;87;;
190327;0;59;;
190328;0;48;;
190329;0;27;;
190330;0;37;;
190331;0;20;;
190401;0;25;;
190402;0;18;;
190403;0;25;;
190404;0;23;;
190405;0;30;;
190406;0;23;;
190407;0;31;;
190408;0;26;;
190409;0;36;;
190410;0;27;;
190411;0;19;;
190412;0;34;;
190413;0;33;;
190414;0;24;;
190415;0;21;;
190416;0;50;;
190417;0;33;;
190418;0;34;;
190419;0;38;;
190420;0;23;;
190421;0;60;;
190422;0;56;;
190423;0;118;;
190424;0;239;;
190425;0;252;;
190426;0;92;;
190427;0;73;;
190428;0;33;;
190429;0;32;;
190430;0;36;;
190501;0;61;;
190502;0;55;;
190503;0;122;;
190504;0;74;;
190505;0;29;;
190506;0;55;;
190507;0;77;;
190508;0;157;;
190509;0;60;;
190510;0;39;;
190511;0;23;;
190512;0;28;;
190513;0;73;;
190514;0;96;;
190515;0;80;;
190516;0;108;;
190517;0;60;;
190518;0;37;;
190519;0;58;;
190520;0;44;;
190521;0;31;;
190522;0;41;;
190523;0;40;;
190524;0;40;;
190525;0;44;;
190526;0;59;;
190527;0;104;;
190528;0;152;;
190529;0;146;;
190530;0;108;;
190531;0;132;;
190601;0;170;;
190602;0;112;;
190603;0;157;;
190604;0;122;;
190605;0;91;;
190606;0;43;;
190607;0;30;;
190608;0;68;;
190609;0;52;;
190610;0;63;;
190611;0;71;;
190612;0;136;;
190613;0;74;;
190614;0;86;;
190615;0;86;;
190616;0;85;;
190617;0;115;;
190618;0;102;;
190619;0;87;;
190620;0;192;;
190621;0;90;;
190622;0;53;;
190623;0;58;;
190624;0;49;;
190625;0;50;;
190626;0;57;;
190627;0;144;;
190628;0;145;;
190629;0;96;;
190630;0;81;;
190701;0;61;;
190702;0;88;;
190703;0;117;;
190704;0;192;;
190705;0;38;;
190706;0;150;;
190707;0;276;;
190708;0;171;;
190709;0;223;;
190710;0;152;;
190711;0;211;;
190712;0;228;;
190713;0;181;;
190714;0;103;;
190715;0;58;;
190716;0;123;;
190717;0;115;;
190718;0;57;;
190719;0;53;;
190720;0;87;;
190721;0;70;;
190722;0;52;;
190723;0;56;;
190724;0;52;;
190725;0;91;;
190726;0;43;;
190727;0;79;;
190728;0;139;;
190729;0;164;;
190730;0;74;;
190731;0;75;;
190801;0;56;;
190802;0;39;;
190803;0;30;;
190804;0;44;;
190805;0;88;;
190806;0;35;;
190807;0;78;;
190808;0;74;;
190809;0;32;;
190810;0;95;;
190811;0;51;;
190812;0;65;;
190813;0;141;;
190814;0;124;;
190815;0;94;;
190816;0;97;;
190817;0;60;;
190818;0;140;;
190819;0;186;;
190820;0;53;;
190821;0;54;;
190822;0;116;;
190823;0;112;;
190824;0;72;;
190825;0;89;;
190826;0;41;;
190827;0;88;;
190828;0;48;;
190829;0;38;;
190830;0;36;;
190831;0;72;;
190901;0;55;;
190902;0;88;;
190903;0;57;;
190904;0;65;;
190905;0;79;;
190906;0;173;;
190907;0;101;;
190908;0;43;;
190909;0;120;;
190910;0;121;;
190911;0;46;;
190912;0;48;;
190913;0;60;;
190914;0;31;;
190915;0;38;;
190916;0;24;;
190917;0;22;;
190918;0;31;;
190919;0;20;;
190920;0;24;;
190921;0;31;;
190922;0;28;;
190923;0;23;;
190924;0;22;;
190925;0;36;;
190926;0;121;;
190927;0;85;;
190928;0;34;;
190929;0;27;;
190930;0;32;;
191001;0;47;;
191002;0;60;;
191003;0;44;;
191004;0;29;;
191005;0;30;;
191006;0;32;;
191007;0;23;;
191008;0;23;;
191009;0;30;;
191010;0;48;;
191011;0;39;;
191012;0;29;;
191013;0;33;;
191014;0;64;;
191015;0;45;;
191016;0;37;;
191017;0;21;;
191018;0;26;;
191019;0;30;;
191020;0;23;;
191021;0;34;;
191022;0;33;;
191023;0;51;;
191024;0;35;;
191025;0;30;;
191026;0;20;;
191027;0;35;;
191028;0;51;;
191029;0;25;;
191030;0;28;;
191031;0;30;;
191101;0;23;;
191102;0;20;;
191103;0;17;;
191104;0;20;;
191105;0;17;;
191106;0;22;;
191107;0;23;;
191108;0;29;;
191109;0;22;;
191110;0;17;;
191111;0;26;;
191112;0;23;;
191113;0;29;;
191114;0;21;;
191115;0;19;;
191116;0;22;;
191117;0;19;;
191118;0;19;;
191119;0;24;;
191120;0;22;;
191121;0;22;;
191122;0;51;;
191123;0;49;;
191124;0;16;;
191125;0;22;;
191126;0;21;;
191127;0;19;;
191128;0;20;;
191129;0;18;;
191130;0;24;;
191201;0;24;;
191202;0;20;;
191203;0;24;;
191204;0;21;;
191205;0;25;;
191206;0;26;;
191207;0;20;;
191208;0;18;;
191209;0;22;;
191210;0;19;;
191211;0;17;;
191212;0;19;;
191213;0;17;;
191214;0;16;;
191215;0;17;;
191216;0;18;;
191217;0;19;;
191218;0;20;;
191219;0;21;;
191220;0;22;;
191221;0;17;;
191222;0;20;;
191223;0;19;;
191224;0;20;;
191225;0;12;;
191226;0;19;;
191227;0;16;;
191228;0;26;;
191229;0;23;;
191230;0;20;;
191231;0;36;;
200101;0;31;;
200102;0;18;;
200103;0;14;;
200104;0;14;;
200105;0;14;;
200106;0;17;;
200107;0;19;;
200108;0;19;;
200109;0;21;;
200110;0;16;;
200111;0;15;;
200112;0;14;;
200113;0;20;;
200114;0;17;;
200115;0;17;;
200116;0;18;;
200117;0;17;;
200118;0;17;;
200119;0;18;;
200120;0;19;;
200121;0;21;;
200122;0;16;;
200123;0;43;;
200124;0;;;14
200125;0;;;7
200126;0;;;7
200127;0;;;10
200128;0;18;;
200129;0;32;;
200130;0;20;;
200131;0;18;;
200201;0;14;;
200202;0;17;;
200203;0;17;;
200204;0;18;;
200205;0;29;;
200206;0;32;;
200207;0;36;;
200208;0;34;;
200209;0;27;;
200210;0;22;;
200211;0;19;;
200212;0;11;;
200213;0;15;;
200214;0;14;;
200215;0;16;;
200216;0;12;;
200217;0;15;;
200218;0;18;;
200219;0;18;;
200220;0;37;;
200221;0;52;;
200222;0;44;;
200223;0;16;;
200224;0;18;;
200225;0;19;;
200226;0;18;;
200227;0;16;;
200228;0;19;;
200229;0;18;;
200301;0;13;;
200302;0;18;;
200303;0;39;;
200304;0;24;;
200305;0;37;;
200306;0;37;;
200307;0;13;;
200308;0;13;;
200309;0;33;;
200310;0;;;
200311;0;16;;
200312;0;39;;
200313;0;21;;
200314;0;18;;
200315;0;16;;
200316;0;17;;
200317;0;24;;
200318;0;17;;
200319;0;16;;
200320;0;15;;
200321;0;20;;
200322;0;21;;
200323;0;18;;
200324;0;24;;
200325;0;31;;
200326;0;19;;
200327;0;22;;
200328;0;34;;
200329;0;45;;
200330;0;63;;
200331;0;37;;
200401;0;35;;
200402;0;43;;
200403;0;22;;
200404;0;18;;
200405;0;35;;
200406;0;44;;
200407;0;59;;
200408;0;98;;
200409;0;44;;
200410;0;28;;
200411;0;21;;
200412;0;28;;
200413;0;46;;
200414;0;49;;
200415;0;66;;
200416;0;41;;
200417;0;39;;
200418;0;49;;
200419;0;30;;
200420;0;46;;
200421;0;65;;
200422;0;168;;
200423;0;102;;
200424;0;72;;
200425;0;51;;
200426;0;94;;
200427;0;95;;
200428;0;81;;
200429;0;49;;
200430;0;73;;
200501;0;117;;
200502;0;106;;
200503;0;95;;
200504;0;103;;
200505;0;91;;
200506;0;48;;
200507;0;45;;
200508;0;82;;
200509;0;41;;
200510;0;52;;
200511;0;26;;
200512;0;88;;
200513;0;69;;
200514;0;68;;
200515;0;39;;
200516;0;39;;
200517;0;69;;
200518;0;36;;
200519;0;149;;
200520;0;130;;
200521;0;134;;
200522;0;79;;
200523;0;64;;
200524;0;49;;
200525;0;100;;
200526;0;64;;
200527;0;50;;
200528;0;110;;
200529;0;87;;
200530;0;59;;
200531;0;87;;
200601;0;49;;
200602;0;70;;
200603;0;53;;
200604;0;31;;
200605;0;82;;
200606;0;;;81
200607;0;60;;
200608;0;33;;
200609;0;40;;
200610;0;47;;
200611;0;83;;
200612;0;96;;
200613;0;104;;
200614;0;178;;
200615;0;294;;
200616;0;248;;
200617;0;164;;
200618;0;87;;
200619;0;44;;
200620;0;64;;
200621;0;81;;
200622;0;107;;
200623;0;197;;
200624;0;119;;
200625;0;101;;
200626;0;69;;
200627;0;44;;
200628;0;31;;
200629;0;68;;
200630;0;124;;
200701;0;100;;
200702;0;160;;
200703;0;188;;
200704;0;167;;
200705;0;123;;
200706;0;267;;
200707;0;188;;
200708;0;62;;
200709;0;109;;
200710;0;61;;
200711;0;68;;
200712;0;68;;
200713;0;84;;
200714;0;141;;
200715;0;119;;
200716;0;107;;
200717;0;225;;
200718;0;180;;
200719;0;206;;
200720;0;97;;
200721;0;34;;
200722;0;51;;
200723;0;120;;
200724;0;58;;
200725;0;118;;
200726;0;79;;
200727;0;93;;
200728;0;77;;
200729;0;111;;
200730;0;215;;
200731;0;196;;
200801;0;73;;
200802;0;102;;
200803;0;61;;
200804;0;91;;
200805;0;112;;
200806;0;50;;
200807;0;92;;
200808;0;83;;
200809;0;69;;
200810;0;41;;
200811;0;31;;
200812;0;25;;
200813;0;45;;
200814;0;40;;
200815;0;23;;
200816;0;22;;
200817;0;33;;
200818;0;95;;
200819;0;53;;
200820;0;28;;
200821;0;33;;
200822;0;31;;
200823;0;30;;
200824;0;51;;
200825;0;64;;
200826;0;56;;
200827;0;40;;
200828;0;41;;
200829;0;24;;
200830;0;32;;
200831;0;121;;
200901;0;169;;
200902;0;73;;
200903;0;33;;
200904;0;59;;
200905;0;59;;
200906;0;78;;
200907;0;88;;
200908;0;36;;
200909;0;48;;
200910;0;36;;
200911;0;29;;
200912;0;31;;
200913;0;25;;
200914;0;18;;
200915;0;46;;
200916;0;40;;
200917;0;23;;
200918;0;27;;
200919;0;35;;
200920;0;94;;
200921;0;50;;
200922;0;25;;
200923;0;30;;
200924;0;26;;
200925;0;25;;
200926;0;24;;
200927;0;19;;
200928;0;20;;
200929;0;31;;
200930;0;20;;
201001;0;32;;
201002;0;44;;
201003;0;60;;
201004;0;25;;
201005;0;21;;
201006;0;20;;
201007;0;16;;
201008;0;19;;
201009;0;19;;
201010;0;18;;
201011;0;23;;
201012;0;15;;
201013;0;19;;
201014;0;31;;
201015;0;25;;
201016;0;22;;
201017;0;19;;
201018;0;17;;
201019;0;22;;
201020;0;28;;
201021;0;30;;
201022;0;52;;
201023;0;37;;
201024;0;19;;
201025;0;14;;
201026;0;20;;
201027;0;19;;
201028;0;25;;
201029;0;23;;
201030;0;19;;
201031;0;29;;
201101;0;20;;
201102;0;24;;
201103;0;15;;
201104;0;14;;
201105;0;16;;
201106;0;15;;
201107;0;20;;
201108;0;17;;
201109;0;20;;
201110;0;23;;
201111;0;23;;
201112;0;24;;
201113;0;17;;
201114;0;17;;
201115;0;19;;
201116;0;16;;
201117;0;21;;
201118;0;27;;
201119;0;32;;
201120;0;23;;
201121;0;16;;
201122;0;13;;
201123;0;15;;
201124;0;15;;
201125;0;16;;
201126;0;16;;
201127;0;16;;
201128;0;18;;
201129;0;13;;
201130;0;15;;
201201;0;20;;
201202;0;18;;
201203;0;22;;
201204;0;16;;
201205;0;17;;
201206;0;11;;
201207;0;18;;
201208;0;16;;
201209;0;17;;
201210;0;15;;
201211;0;16;;
201212;0;15;;
201213;0;16;;
201214;0;15;;
201215;0;16;;
201216;0;17;;
201217;0;14;;
201218;0;16;;
201219;0;17;;
201220;0;15;;
201221;0;18;;
201222;0;23;;
201223;0;22;;
201224;0;19;;
201225;0;19;;
201226;0;13;;
201227;0;11;;
201228;0;15;;
201229;0;16;;
201230;0;13;;
201231;0;18;;
210101;0;16;;
210102;0;13;;
210103;0;15;;
210104;0;17;;
210105;0;17;;
210106;0;15;;
210107;0;16;;
210108;0;16;;
210109;0;18;;
210110;0;17;;
210111;0;16;;
210112;0;15;;
210113;0;15;;
210114;0;14;;
210115;0;17;;
210116;0;12;;
210117;0;7;;
210118;0;12;;
210119;0;11;;
210120;0;12;;
210121;0;13;;
210122;0;14;;
210123;0;12;;
210124;0;13;;
210125;0;11;;
210126;0;;;6
210127;0;;;7
210128;0;;;5
210129;0;;;13
210130;0;40;;
210131;0;25;;
210201;0;18;;
210202;0;18;;
210203;0;24;;
210204;0;21;;
210205;0;20;;
210206;0;67;;
210207;0;41;;
210208;0;36;;
210209;0;28;;
210210;0;29;;
210211;0;33;;
210212;0;27;;
210213;0;29;;
210214;0;18;;
210215;0;29;;
210216;0;23;;
210217;0;16;;
210218;0;14;;
210219;0;17;;
210220;0;16;;
210221;0;13;;
210222;0;16;;
210223;0;16;;
210224;0;14;;
210225;0;12;;
210226;0;28;;
210227;0;15;;
210228;0;11;;
210301;0;12;;
210302;0;35;;
210303;0;30;;
210304;0;33;;
210305;0;28;;
210306;0;26;;
210307;0;15;;
210308;0;23;;
210309;0;27;;
210310;0;19;;
210311;0;15;;
210312;0;15;;
210313;0;20;;
210314;0;43;;
210315;0;16;;
210316;0;38;;
210317;0;86;;
210318;0;52;;
210319;0;29;;
210320;0;21;;
210321;0;22;;
210322;0;22;;
210323;0;18;;
210324;0;26;;
210325;0;34;;
210326;0;25;;
210327;0;21;;
210328;0;21;;
210329;0;31;;
210330;0;21;;
210331;0;38;;
210401;0;35;;
210402;0;25;;
210403;0;22;;
210404;0;28;;
210405;0;36;;
210406;0;32;;
210407;0;27;;
210408;0;28;;
210409;0;51;;
210410;0;29;;
210411;0;21;;
210412;0;23;;
210413;0;27;;
210414;0;17;;
210415;0;15;;
210416;0;20;;
210417;0;59;;
210418;0;56;;
210419;0;36;;
210420;0;50;;
210421;0;49;;
210422;0;66;;
210423;0;41;;
210424;0;55;;
210425;0;35;;
210426;0;26;;
210427;0;31;;
210428;0;32;;
210429;0;43;;
210430;0;53;;
210501;0;51;;
210502;0;20;;
210503;0;53;;
210504;0;;;57
210505;0;;;
210506;0;;;
210507;0;266;;
210508;0;47;;
210509;0;41;;
210510;0;92;;
210511;0;69;;
210512;0;33;;
210513;0;67;;
210514;0;122;;
210515;0;84;;
210516;0;139;;
210517;0;144;;
210518;0;270;;
210519;0;192;;
210520;0;140;;
210521;0;121;;
210522;0;56;;
210523;0;45;;
210524;0;26;;
210525;0;;;
210526;0;52;;
210527;0;58;;
210528;0;57;;
210529;0;38;;
210530;0;62;;
210531;0;43;;
210601;0;31;;
210602;0;54;;
210603;0;44;;
210604;0;35;;
210605;0;32;;
210606;0;41;;
210607;0;99;;
210608;0;59;;
210609;0;51;;
210610;0;62;;
210611;0;53;;
210612;0;49;;
210613;0;68;;
210614;0;63;;
210615;0;228;;
210616;0;347;;
210617;0;422;;
210618;0;283;;
210619;0;96;;
210620;0;172;;
210621;0;172;;
210622;0;197;;
210623;0;132;;
210624;0;58;;
210625;0;73;;
210626;0;98;;
210627;0;189;;
210628;0;270;;
210629;0;321;;
210630;0;119;;
210701;0;38;;
210702;0;42;;
210703;0;23;;
210704;0;45;;
210705;0;62;;
210706;0;62;;
210707;0;73;;
210708;0;106;;
210709;0;79;;
210710;0;26;;
210711;0;20;;
210712;0;30;;
210713;0;48;;
210714;0;45;;
210715;0;35;;
210716;0;35;;
210717;0;44;;
210718;0;49;;
210719;0;41;;
210720;0;54;;
210721;0;48;;
210722;0;34;;
210723;0;42;;
210724;0;89;;
210725;0;52;;
210726;0;52;;
210727;0;53;;
210728;0;35;;
210729;0;37;;
210730;0;61;;
210731;0;59;;
210801;0;33;;
210802;0;45;;
210803;0;116;;
210804;0;311;;
210805;0;91;;
210806;0;39;;
210807;0;33;;
210808;0;42;;
210809;0;54;;
210810;0;85;;
210811;0;83;;
210812;0;111;;
210813;0;57;;
210814;0;49;;
210815;0;88;;
210816;0;68;;
210817;0;44;;
210818;0;66;;
210819;0;94;;
210820;0;73;;
210821;0;84;;
210822;0;50;;
210823;0;45;;
210824;0;29;;
210825;0;30;;
210826;0;74;;
210827;0;70;;
210828;0;35;;
210829;0;82;;
210830;0;80;;
210831;0;44;;
210901;0;82;;
210902;0;131;;
210903;0;81;;
210904;0;63;;
210905;0;84;;
210906;0;121;;
210907;0;70;;
210908;0;39;;
210909;0;46;;
210910;0;58;;
210911;0;32;;
210912;0;23;;
210913;0;28;;
210914;0;18;;
210915;0;26;;
210916;0;34;;
210917;0;27;;
210918;0;30;;
210919;0;37;;
210920;0;31;;
210921;0;48;;
210922;0;25;;
210923;0;23;;
210924;0;22;;
210925;0;23;;
210926;0;21;;
210927;0;20;;
210928;0;20;;
210929;0;29;;
210930;0;20;;
211001;0;40;;
211002;0;27;;
211003;0;14;;
211004;0;20;;
211005;0;28;;
211006;0;23;;
211007;0;41;;
211008;0;22;;
211009;0;15;;
211010;0;16;;
211011;0;24;;
211012;0;35;;
211013;0;25;;
211014;0;20;;
211015;0;13;;
211016;0;15;;
211017;0;19;;
211018;0;14;;
211019;0;19;;
211020;0;15;;
211021;0;21;;
211022;0;27;;
211023;0;25;;
211024;0;15;;
211025;0;14;;
211026;0;15;;
211027;0;17;;
211028;0;13;;
211029;0;20;;
211030;0;22;;
211031;0;18;;
211101;0;31;;
211102;0;15;;
211103;0;19;;
211104;0;17;;
211105;0;17;;
211106;0;16;;
211107;0;18;;
211108;0;26;;
211109;0;23;;
211110;0;19;;
211111;0;25;;
211112;0;21;;
211113;0;13;;
211114;0;16;;
211115;0;25;;
211116;0;19;;
211117;0;15;;
211118;0;13;;
211119;0;14;;
211120;0;15;;
211121;0;11;;
211122;0;11;;
211123;0;9;;
211124;0;11;;
211125;0;13;;
211126;0;19;;
211127;0;19;;
211128;0;13;;
211129;0;16;;
211130;0;15;;
211201;0;16;;
211202;0;14;;
211203;0;15;;
211204;0;14;;
211205;0;10;;
211206;0;16;;
211207;0;17;;
211208;0;38;;
211209;0;19;;
211210;0;14;;
211211;0;11;;
211212;0;10;;
211213;0;17;;
211214;0;13;;
211215;0;12;;
211216;0;13;;
211217;0;18;;
211218;0;17;;
211219;0;13;;
211220;0;14;;
211221;0;14;;
211222;0;19;;
211223;0;21;;
211224;0;13;;
211225;0;13;;
211226;0;9;;
211227;0;14;;
211228;0;11;;
211229;0;11;;
211230;0;13;;
211231;0;12;;
220101;0;12;;
220102;0;11;;
220103;0;12;;
220104;0;9;;
220105;0;7;;
220106;0;9;;
220107;0;9;;
220108;0;9;;
220109;0;10;;
220110;0;21;;
220111;0;8;;
220112;0;10;;
220113;0;11;;
220114;0;7;;
220115;0;10;;
220116;0;9;;
220117;0;19;;
220118;0;18;;
220119;0;25;;
220120;0;21;;
220121;0;9;;
220122;0;13;;
220123;0;8;;
220124;0;7;;
220125;0;7;;
220126;0;33;;
220127;0;27;;
220128;0;;;12
220129;0;;;
220130;0;;;
220131;0;;;8
220201;0;11;;
220202;0;9;;
220203;0;10;;
220204;0;13;;
220205;0;12;;
220206;0;9;;
220207;0;13;;
220208;0;16;;
220209;0;16;;
220210;0;16;;
220211;0;12;;
220212;0;10;;
220213;0;13;;
220214;0;21;;
220215;0;11;;
220216;0;14;;
220217;0;13;;
220218;0;10;;
220219;0;11;;
220220;0;12;;
220221;0;11;;
220222;0;36;;
220223;0;24;;
220224;0;14;;
220225;0;14;;
220226;0;12;;
220227;0;9;;
220228;0;12;;
220301;0;9;;
220302;0;8;;
220303;0;10;;
220304;0;13;;
220305;0;15;;
220306;0;25;;
220307;0;24;;
220308;0;29;;
220309;0;17;;
220310;0;18;;
220311;0;12;;
220312;0;30;;
220313;0;12;;
220314;0;16;;
220315;0;15;;
220316;0;16;;
220317;0;16;;
220318;0;32;;
220319;0;70;;
220320;0;44;;
220321;0;15;;
220322;0;19;;
220323;0;20;;
220324;0;19;;
220325;0;21;;
220326;0;26;;
220327;0;24;;
220328;0;23;;
220329;0;37;;
220330;0;44;;
220331;0;18;;
220401;0;27;;
220402;0;25;;
220403;0;12;;
220404;0;14;;
220405;0;23;;
220406;0;27;;
220407;0;55;;
220408;0;69;;
220409;0;46;;
220410;0;15;;
220411;0;32;;
220412;0;30;;
220413;0;20;;
220414;0;50;;
220415;0;27;;
220416;0;43;;
220417;0;68;;
220418;0;31;;
220419;0;25;;
220420;0;24;;
220421;0;57;;
220422;0;39;;
220423;0;30;;
220424;0;31;;
220425;0;43;;
220426;0;33;;
220427;0;126;;
220428;0;92;;
220429;0;66;;
220430;0;32;;
220501;0;46;;
220502;0;21;;
220503;0;31;;
220504;0;31;;
220505;0;34;;
220506;0;53;;
220507;0;32;;
220508;0;19;;
220509;0;28;;
220510;0;71;;
220511;0;134;;
220512;0;75;;
220513;0;50;;
220514;0;90;;
220515;0;244;;
220516;0;339;;
220517;0;332;;
220518;0;353;;
220519;0;294;;
220520;0;175;;
220521;0;62;;
220522;0;34;;
220523;0;35;;
220524;0;51;;
220525;0;53;;
220526;0;49;;
220527;0;65;;
220528;0;67;;
220529;0;132;;
220530;0;132;;
220531;0;120;;
220601;0;222;;
220602;0;246;;
220603;0;177;;
220604;0;53;;
220605;0;56;;
220606;0;74;;
220607;0;45;;
220608;0;65;;
220609;0;59;;
220610;0;82;;
220611;0;359;;
220612;0;259;;
220613;0;130;;
220614;0;177;;
220615;0;77;;
220616;0;34;;
220617;0;25;;
220618;0;49;;
220619;0;50;;
220620;0;134;;
220621;0;260;;
220622;0;288;;
220623;0;309;;
220624;0;343;;
220625;0;280;;
220626;0;90;;
220627;0;59;;
220628;0;67;;
220629;0;61;;
220630;0;67;;
220701;0;89;;
220702;0;88;;
220703;0;92;;
220704;0;61;;
220705;0;83;;
220706;0;94;;
